City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Dsc
343,Tocopilla,CL,-22.092,-70.1979,63.1,78,38,3.24,scattered clouds
344,Bainbridge,US,47.6262,-122.5212,46.96,84,3,3.0,clear sky
345,Ellisras,ZA,-23.6649,27.7443,63.45,78,0,7.63,clear sky
346,Caravelas,BR,-17.7125,-39.2481,76.01,89,100,10.09,light rain
347,Rawson,AR,-43.3002,-65.1023,66.47,46,33,10.33,scattered clouds
348,Cordoba,AR,-31.4135,-64.1811,70.75,53,0,8.05,clear sky
349,Saint Anthony,US,45.0205,-93.218,30.65,90,100,8.05,light snow
350,Puerto Ayora,EC,-0.7393,-90.3518,69.55,87,59,5.01,broken clouds
351,Nkwerre,NG,5.7556,7.1063,70.14,96,94,3.22,overcast clouds
352,Mehamn,NO,71.0357,27.8492,39.15,87,75,13.8,broken clouds
353,Dabhol,IN,17.6,73.1667,77.9,60,85,4.18,overcast clouds
354,Boende,CD,-0.2167,20.8667,70.34,98,94,1.81,overcast clouds
355,Luwero,UG,0.8492,32.4731,61.43,99,82,0.29,light rain
356,Bardstown,US,37.8092,-85.4669,42.39,70,100,4.61,overcast clouds
357,Annau,TM,37.8876,58.516,47.7,66,100,4.61,overcast clouds
358,Upata,VE,8.0086,-62.3989,74.19,92,20,4.63,few clouds
359,Vossevangen,NO,60.623,6.4229,48.51,75,100,7.18,overcast clouds
360,Leningradskiy,RU,69.3833,178.4167,-7.53,96,74,4.56,broken clouds
361,Opuwo,NA,-18.0607,13.84,63.86,33,1,5.3,clear sky
362,Ancud,CL,-41.8697,-73.8203,54.1,97,100,14.2,light rain
363,Ortakoy,TR,38.7373,34.0387,23.25,83,0,3.27,clear sky
364,Marzuq,YE,14.4,46.4667,58.68,52,0,1.66,clear sky
365,Vipperod,DK,55.6677,11.7397,48.7,92,0,8.84,clear sky
366,Santa Marta,CO,11.2408,-74.199,80.65,80,75,8.05,broken clouds
367,Rognan,NO,67.0953,15.3878,34.05,84,26,7.49,scattered clouds
368,Skjervoy,NO,70.0311,20.9714,39.2,68,100,13.67,overcast clouds
369,Moita Bonita,BR,-10.5775,-37.3428,71.13,95,33,5.73,scattered clouds
370,Yasnyy,RU,51.0333,59.8742,23.11,91,100,16.42,overcast clouds
371,Banswara,IN,23.55,74.45,72.39,42,0,3.13,clear sky
372,Marapanim,BR,-0.7175,-47.6997,75.85,89,26,4.7,scattered clouds
373,Gazanjyk,TM,39.2446,55.5154,47.26,65,21,5.17,few clouds
374,Evinayong,GQ,1.4368,10.5512,66.49,98,100,1.41,overcast clouds
375,Mchinji,MW,-13.7984,32.8802,63.84,89,98,4.76,overcast clouds
376,Baoro,CF,5.6667,15.9667,66.79,59,5,3.44,clear sky
377,Ostersund,SE,63.1792,14.6357,32.45,100,6,2.3,clear sky
378,Totness,SR,5.8833,-56.3167,78.42,85,67,11.45,broken clouds
379,Kattivakkam,IN,13.2167,80.3167,78.89,72,98,12.01,overcast clouds
380,Makat,KZ,47.6469,53.3463,28.81,60,15,18.68,few clouds
381,Puerto Carreno,CO,6.189,-67.4859,78.17,87,21,7.0,few clouds
382,Nuuk,GL,64.1835,-51.7216,25.81,90,100,11.41,light snow
383,Abu Dhabi,AE,24.4667,54.3667,79.97,75,0,4.61,clear sky
384,Talara,PE,-4.5772,-81.2719,65.16,82,0,13.8,clear sky
385,Araouane,ML,18.9048,-3.5265,78.64,17,100,10.83,overcast clouds
386,Barsovo,RU,61.1667,73.1667,1.53,93,100,15.55,light snow
387,Kavaratti,IN,10.5669,72.642,79.84,79,100,8.39,overcast clouds
388,Inongo,CD,-1.95,18.2667,69.91,98,100,5.75,light rain
389,Reinosa,ES,42.9996,-4.138,49.14,82,100,17.27,overcast clouds
390,Gornyak,RU,50.9942,81.4661,38.34,97,100,19.15,overcast clouds
391,Taltal,CL,-25.4,-70.4833,62.6,76,18,3.58,few clouds
392,Vallenar,CL,-28.5708,-70.7581,71.35,31,56,3.89,broken clouds
393,Llanes,ES,43.4198,-4.7549,62.89,66,100,7.54,overcast clouds
394,Castelo Do Piaui,BR,-5.3222,-41.5525,77.02,65,42,3.27,scattered clouds
395,Caernarfon,GB,53.1413,-4.2702,53.67,45,75,21.0,broken clouds
396,Melipilla,CL,-33.7,-71.2167,56.21,60,0,1.43,clear sky
397,Goderich,CA,43.7501,-81.7165,32.32,86,100,5.75,overcast clouds
398,Derbent,RU,42.0678,48.2899,49.15,71,100,12.95,overcast clouds
399,Salinas,US,36.6777,-121.6555,54.0,74,0,1.68,clear sky
400,Dingle,PH,10.9995,122.6711,86.16,73,99,9.66,overcast clouds
401,Chik,RU,54.9928,82.4311,37.15,93,100,13.42,overcast clouds
402,Polunochnoye,RU,60.8697,60.4153,-0.02,88,97,12.26,overcast clouds
403,Dwarka,IN,22.2394,68.9678,78.98,65,0,7.96,clear sky
404,Kondinskoye,RU,59.6481,67.41,12.36,90,100,14.72,overcast clouds
405,Tignere,CM,7.3667,12.65,64.72,47,38,0.94,scattered clouds
406,Togur,RU,58.3631,82.8265,33.35,100,100,7.34,overcast clouds
407,Azare,NG,11.6765,10.1948,66.31,26,78,7.96,broken clouds
408,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.02,92,98,2.01,overcast clouds
409,Georgiyevka,KZ,43.0369,74.7114,33.84,80,40,8.95,mist
410,Las Matas De Farfan,DO,18.8731,-71.5166,70.68,91,33,0.51,scattered clouds
411,Svetlogorsk,BY,52.6333,29.7333,34.0,92,99,5.82,overcast clouds
412,Virginia Beach,US,36.8529,-75.978,44.02,62,100,5.64,overcast clouds
413,Vila Velha,BR,-20.3297,-40.2925,78.75,89,100,8.05,overcast clouds
414,Muscat,OM,23.6139,58.5922,80.19,52,0,3.74,clear sky
415,Ginir,ET,7.1333,40.7,52.61,43,0,4.63,clear sky
416,Ibra,OM,22.6906,58.5334,71.1,58,0,1.54,clear sky
417,Krasnaya Gorbatka,RU,55.8703,41.7641,26.74,86,8,8.88,clear sky
418,Abu Samrah,SY,35.3029,37.1841,59.63,63,1,1.57,clear sky
419,Maine-Soroa,NE,13.2114,12.0241,68.79,24,30,9.55,scattered clouds
420,Coral Springs,US,26.2712,-80.2706,78.98,81,20,7.67,few clouds
421,Camden,US,39.7835,-74.9663,38.64,67,38,1.01,scattered clouds
422,Limoux,FR,42.9167,2.1667,56.7,90,100,4.16,overcast clouds
423,San Cristobal,VE,7.7669,-72.225,68.18,94,53,1.45,broken clouds
424,Henties Bay,NA,-22.116,14.2845,58.64,96,8,5.57,clear sky
425,Saint-Francois,FR,46.4154,3.9054,49.68,100,100,3.44,light rain
426,Lucapa,AO,-8.4192,20.7447,62.94,98,100,2.42,overcast clouds
427,Verkhnyaya Inta,RU,65.9811,60.3094,-3.66,89,99,4.34,overcast clouds
428,Ushtobe,KZ,45.2514,77.9838,44.87,44,100,10.07,overcast clouds
429,Micheweni,TZ,-4.9667,39.8333,77.76,80,3,5.01,clear sky
430,Nekrasovskoye,RU,57.6766,40.3657,30.09,59,75,6.71,broken clouds
431,Anuppur,IN,23.1,81.6833,66.85,48,0,2.82,clear sky
432,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,62.8,81,25,14.41,scattered clouds
433,Annecy-Le-Vieux,FR,45.9197,6.1439,49.44,100,100,2.3,light rain
434,Bud,US,39.447,-86.1758,37.85,73,66,8.81,broken clouds
435,Olavarria,AR,-36.8927,-60.3225,53.08,71,0,7.11,clear sky
436,Bangassou,CF,4.7413,22.8184,64.35,72,16,2.28,few clouds
437,Birin,NP,26.8865,88.0718,59.83,51,0,1.99,clear sky
438,Tabas,IR,33.5959,56.9244,52.02,40,2,2.3,clear sky
439,Parnarama,BR,-5.6817,-43.0933,72.75,93,29,3.02,scattered clouds
440,Mistelbach,AT,48.57,16.5767,47.01,88,62,4.56,broken clouds
441,Ionia,US,42.9873,-85.0711,34.83,62,75,4.61,broken clouds
442,Shelburne,CA,44.0787,-80.2041,30.76,78,100,1.3,overcast clouds
443,Margate,GB,51.3813,1.3862,55.9,82,100,3.0,overcast clouds
444,Huesca,ES,42.1362,-0.4087,52.48,94,40,2.3,scattered clouds
445,Puerto Narino,CO,-3.7703,-70.3831,74.52,97,98,1.86,moderate rain
446,Lafiagi,NG,8.8667,5.4167,70.9,36,3,1.54,clear sky
447,Kilembe,UG,0.2,30.0,59.72,96,86,2.06,light rain
448,Darnah,LY,32.767,22.6367,64.11,75,22,11.05,few clouds
449,Oktyabrskiy,RU,54.4815,53.471,21.49,91,100,13.33,light snow
450,Bjornevatn,NO,69.6672,29.9847,35.22,100,75,5.75,broken clouds
451,Birjand,IR,32.8663,59.2211,36.07,32,0,6.91,clear sky
452,Grand-Santi,GF,4.25,-54.3833,73.02,93,3,2.62,clear sky
453,Mantua,IT,45.1667,10.7833,45.99,91,100,3.0,overcast clouds
454,Benevento,IT,41.2179,14.7464,55.74,96,91,1.23,overcast clouds
455,Verkhniy Ufaley,RU,56.0567,60.2306,10.33,93,100,7.83,light snow
456,Lasa,IT,46.6166,10.7002,35.02,80,14,0.83,few clouds
457,Romilly-Sur-Seine,FR,48.5108,3.7263,48.42,94,100,6.93,overcast clouds
458,Sidi Ali,DZ,36.0998,0.4206,61.99,63,39,7.87,scattered clouds
459,Kamenka,RU,51.3223,42.7678,26.17,82,7,10.49,clear sky
460,Kasane,BW,-17.8167,25.15,66.07,90,41,8.99,scattered clouds
461,Leh,IN,34.1667,77.5833,19.49,74,68,2.66,broken clouds
462,Kasangulu,CD,-4.5911,15.1708,72.54,95,93,2.15,overcast clouds
463,Kutum,SD,14.2,24.6667,58.14,30,78,5.95,broken clouds
464,Ploemeur,FR,47.7333,-3.4333,56.82,93,100,26.46,light rain
465,Junin,AR,-34.5838,-60.9433,56.89,74,0,10.87,clear sky
466,Muros,ES,42.7762,-9.0603,60.84,90,100,25.72,overcast clouds
467,Tome,CL,-36.6167,-72.95,57.81,92,3,4.85,clear sky
468,Svetlyy,RU,54.675,20.1347,44.65,88,86,6.71,overcast clouds
469,Helsinki,FI,60.1695,24.9355,44.11,86,75,9.22,broken clouds
470,Pisco,PE,-13.7,-76.2167,66.25,77,100,8.05,overcast clouds
471,Tarauaca,BR,-8.1614,-70.7656,75.27,81,98,2.73,overcast clouds
472,Derzhavinsk,KZ,51.1,66.3167,28.26,90,100,20.96,light snow
473,Honavar,IN,14.2833,74.45,81.82,63,78,4.94,broken clouds
474,Iralaya,HN,15.0,-83.2333,79.61,85,100,10.02,light rain
475,Duartina,BR,-22.4144,-49.4039,76.35,85,37,5.93,scattered clouds
476,Atar,MR,20.5169,-13.0499,79.05,21,45,8.16,scattered clouds
477,Northampton,US,40.8754,-75.2499,32.34,75,58,3.6,broken clouds
478,Cap-Aux-Meules,CA,47.3821,-61.8597,35.65,75,100,26.46,overcast clouds
479,Khorixas,NA,-20.3667,14.9667,61.7,47,0,2.15,clear sky
480,Oksfjord,NO,70.2396,22.3479,39.38,94,100,8.5,overcast clouds
481,Entre Rios,BR,-11.9419,-38.0844,71.38,99,38,3.4,scattered clouds
482,Berlevag,NO,70.8578,29.0864,39.2,81,75,17.27,broken clouds
483,Sept-Iles,CA,50.2001,-66.3821,26.6,71,75,9.22,broken clouds
484,Seguela,CI,7.9611,-6.6731,70.99,90,12,4.16,few clouds
485,Sal Rei,CV,16.1833,-22.9167,74.55,77,93,14.12,overcast clouds
486,Llandrindod Wells,GB,52.2416,-3.3787,48.94,94,100,19.98,moderate rain
487,Merseburg,DE,51.3667,12.0,46.35,86,0,11.5,clear sky
488,Samana,DO,19.2056,-69.3369,76.62,90,14,5.75,few clouds
489,Kajaani,FI,64.2273,27.7285,30.25,93,100,5.75,overcast clouds
490,Tamandare,BR,-8.7597,-35.1047,76.06,87,7,9.24,clear sky
491,Dakoro,NE,14.5106,6.765,66.99,18,61,10.8,broken clouds
492,Chachapoyas,PE,-6.2317,-77.869,54.5,96,88,3.36,overcast clouds
493,La Union,PE,-5.4,-80.75,64.65,81,12,12.12,few clouds
494,Lynn,US,42.4668,-70.9495,36.01,64,0,1.01,clear sky
495,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,18.41,few clouds
496,Beira,MZ,-19.8436,34.8389,75.29,83,75,8.05,broken clouds
497,Makaryev,RU,57.8797,43.8069,26.82,81,79,10.2,broken clouds
498,Cullman,US,34.1748,-86.8436,48.13,53,0,8.05,clear sky
499,Male,MV,4.1748,73.5089,82.35,83,75,5.75,broken clouds
500,Ramgarh,IN,23.6333,85.5167,64.45,46,5,6.02,clear sky
501,Atasu,KZ,48.6814,71.6433,32.4,93,99,23.87,light snow
502,Adet,ET,11.2644,37.4888,53.67,86,3,2.68,clear sky
503,Meaux,FR,48.9167,3.0,47.5,84,79,8.01,broken clouds
504,Roquetas De Mar,ES,36.7642,-2.6148,59.0,68,100,6.76,overcast clouds
505,Marsh Harbour,BS,26.5412,-77.0636,78.3,75,2,12.24,clear sky
506,Mayumba,GA,-3.432,10.6554,76.44,82,93,6.87,overcast clouds
507,Canutama,BR,-6.5339,-64.3831,74.16,96,79,1.21,broken clouds
508,Khotyn,UA,48.4833,26.5,38.64,94,70,6.69,broken clouds
509,Port-Cartier,CA,50.0334,-66.8654,26.28,88,88,7.45,overcast clouds
510,Abha,SA,18.2164,42.5053,55.22,94,0,0.0,clear sky
511,Pascagoula,US,30.3658,-88.5561,57.72,77,100,6.71,overcast clouds
512,Tutoia,BR,-2.7619,-42.2744,79.09,84,100,14.0,overcast clouds
513,Turkistan,KZ,43.0,68.0,47.43,71,100,8.99,overcast clouds
514,Lobau,DE,51.1,14.6667,46.56,89,5,9.28,clear sky
515,Yartsevo,RU,55.0667,32.6964,31.08,81,100,4.47,overcast clouds
516,Callaway,US,30.153,-85.5699,58.98,76,77,3.0,broken clouds
517,Ylojarvi,FI,61.5563,23.5961,39.11,94,100,11.5,overcast clouds
518,Acarau,BR,-2.8856,-40.12,79.2,77,47,13.27,scattered clouds
519,Chicama,PE,-7.8447,-79.1469,61.34,81,39,4.07,scattered clouds
520,Zanjan,IR,36.6736,48.4787,38.44,55,0,3.04,clear sky
521,Sur,OM,22.5667,59.5289,78.71,53,0,5.84,clear sky
522,Bubaque,GW,11.2833,-15.8333,83.16,69,100,11.63,overcast clouds
523,Iquitos,PE,-3.7481,-73.2472,75.24,94,75,3.44,light rain
524,Isoka,ZM,-10.1606,32.6335,65.93,65,77,1.9,broken clouds
525,Felanitx,ES,39.4696,3.1483,66.72,80,100,12.66,overcast clouds
526,Kem,RU,64.9555,34.5793,33.91,87,100,10.07,overcast clouds
527,Lima,PE,-12.0432,-77.0282,62.85,77,100,11.5,overcast clouds
528,Qaqortoq,GL,60.7167,-46.0333,24.84,87,100,7.34,overcast clouds
529,Curuca,BR,-0.7289,-47.8481,75.94,89,19,5.12,few clouds
530,Gboko,NG,7.3179,8.9951,72.93,37,87,2.82,overcast clouds
531,Westport,US,41.1415,-73.3579,39.81,65,14,5.01,few clouds
532,Igrim,RU,63.1906,64.4162,0.41,86,100,11.05,overcast clouds
533,Abu Zabad,SD,12.35,29.25,66.15,27,0,9.13,clear sky
534,Birao,CF,10.2849,22.7882,66.24,34,41,5.86,scattered clouds
535,Dudinka,RU,69.4058,86.1778,-30.55,100,38,2.04,scattered clouds
536,Bull Savanna,JM,17.8868,-77.5902,75.56,84,1,4.12,clear sky
537,Matay,EG,28.419,30.7792,60.96,72,0,9.08,clear sky
538,Mitu,CO,1.1983,-70.1733,73.51,95,88,2.19,overcast clouds
539,Kjollefjord,NO,70.9457,27.3465,41.05,87,75,13.8,broken clouds
540,Bonavista,CA,48.6499,-53.1147,40.69,90,90,17.49,light rain
541,Rauma,FI,61.1272,21.5113,42.84,80,86,16.31,overcast clouds
542,Karpathos,GR,35.507,27.2132,62.56,72,91,18.41,overcast clouds
543,Siderno,IT,38.2779,16.302,58.33,81,64,8.55,broken clouds
544,Witu,KE,-2.3889,40.4382,77.16,90,100,3.04,light rain
545,Staunton,US,38.1496,-79.0717,32.16,85,0,0.0,clear sky
546,Nioki,CD,-2.7167,17.6833,70.47,98,100,2.08,light rain
547,Vitina,BA,43.2375,17.4839,57.43,94,80,1.95,light rain
548,Trinidad,BO,-14.8333,-64.9,72.18,98,92,4.9,overcast clouds
549,Zyryanskoye,RU,56.8306,86.6258,36.05,99,100,14.65,overcast clouds
550,Putina,PE,-15.4667,-69.4333,45.91,71,6,4.92,clear sky
551,Sorkjosen,NO,69.8,20.9333,39.2,70,40,10.36,scattered clouds
552,Mollendo,PE,-17.0231,-72.0147,64.36,78,68,3.4,broken clouds
553,Oktyabrskoye,RU,43.0645,44.7417,39.34,80,100,2.24,overcast clouds
554,George,ZA,-33.963,22.4617,56.75,82,0,6.91,clear sky
555,Rayevskiy,RU,54.0658,54.9468,21.65,90,100,15.41,light snow
556,Huescar,ES,37.811,-2.5412,52.27,79,100,4.61,overcast clouds
557,Pontes E Lacerda,BR,-15.2261,-59.3353,69.82,94,100,4.07,overcast clouds
558,Ifanadiana,MG,-21.3,47.6333,66.45,99,99,1.74,light rain
559,Tyumentsevo,RU,53.3224,81.498,38.62,90,100,18.43,overcast clouds
560,Rio De Janeiro,BR,-22.9028,-43.2075,76.96,88,0,9.22,clear sky
561,Wad Rawah,SD,15.1603,33.1397,73.53,29,0,13.56,clear sky
562,Gravdal,NO,68.1214,13.5031,40.19,75,6,12.44,clear sky
563,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.81,93,54,1.25,broken clouds
564,Walvis Bay,NA,-22.9575,14.5053,60.1,96,0,5.91,clear sky
565,Coxim,BR,-18.5067,-54.76,74.21,82,100,3.33,overcast clouds
566,Grand Gaube,MU,-20.0064,57.6608,73.8,58,2,5.01,clear sky
567,Quchan,IR,37.106,58.5095,39.4,71,4,0.65,clear sky
568,Haileybury,CA,47.449,-79.6373,23.79,80,37,4.88,scattered clouds
569,Qobustan,AZ,40.0824,49.412,51.76,79,100,11.23,overcast clouds
570,Bedi,IN,22.5,70.05,79.45,36,2,4.72,clear sky
571,Villazon,BO,-22.0866,-65.5942,45.32,73,0,8.57,clear sky
572,Pangody,RU,65.85,74.4859,-11.42,85,92,11.05,overcast clouds
573,Pula,HR,44.8683,13.8481,50.56,93,100,0.0,overcast clouds
574,Rio Cuarto,AR,-33.1307,-64.3499,59.47,52,0,7.94,clear sky
575,Yangambi,CD,0.8102,24.4336,68.45,98,100,1.41,light rain
576,Malpura,IN,26.2833,75.3833,71.04,32,0,4.41,clear sky
577,Saint-Louis,SN,16.3333,-15.0,81.14,18,85,10.02,overcast clouds
578,Hofn,IS,64.2539,-15.2082,45.7,93,100,15.17,overcast clouds
579,Batsfjord,NO,70.6345,29.7185,39.13,83,100,19.82,overcast clouds
580,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,73,0,9.22,clear sky
581,Mangai,CD,-4.05,19.5333,69.46,100,100,2.19,moderate rain
582,Idlib,SY,35.9306,36.6339,57.06,50,14,4.23,few clouds
583,Vyartsilya,RU,62.1764,30.693,35.62,100,100,5.28,light rain
584,Shetpe,KZ,44.1667,52.1167,35.94,70,53,14.76,broken clouds
585,Amposta,ES,40.7131,0.581,58.23,66,100,2.95,overcast clouds
586,Kayerkan,RU,69.3497,87.7602,-21.53,85,16,3.89,few clouds
587,Ericeira,PT,38.9627,-9.4156,63.77,92,100,17.92,overcast clouds
588,Buerarema,BR,-14.9594,-39.2997,71.85,99,76,1.41,broken clouds
589,Balakirevo,RU,56.5059,38.8432,24.6,87,61,5.46,broken clouds
590,Keita,NE,14.7551,5.7749,65.55,19,43,7.09,scattered clouds
591,Geilo,NO,60.5333,8.2076,41.7,92,100,3.18,overcast clouds
592,Hit,IQ,33.6416,42.8251,61.9,47,55,1.97,broken clouds
593,Nalut,LY,30.3333,10.85,56.77,37,5,5.5,clear sky
594,Kathmandu,NP,27.7167,85.3167,55.62,88,20,0.0,mist
595,Manaure,CO,11.7751,-72.4445,79.99,83,87,12.57,overcast clouds
596,Bolshaya Martynovka,RU,47.271,41.6679,27.7,80,1,6.51,clear sky
597,Waddan,LY,29.1614,16.139,59.86,48,0,1.97,clear sky
598,Zhezkazgan,KZ,47.8043,67.7144,31.98,93,100,20.13,overcast clouds
599,Nyagan,RU,62.1406,65.3936,1.08,89,100,10.56,overcast clouds
600,Reconquista,AR,-29.15,-59.65,63.23,35,0,6.85,clear sky
601,Nizhnevartovsk,RU,60.9344,76.5531,8.62,85,75,15.99,light snow
602,Trairi,BR,-3.2778,-39.2689,79.14,76,62,10.54,broken clouds
603,Vaijapur,IN,19.9167,74.7333,71.55,48,0,4.79,clear sky
604,Kuminskiy,RU,58.6667,66.5667,14.14,92,100,11.43,overcast clouds
605,Lypova Dolyna,UA,50.5643,33.7979,30.4,79,36,4.25,scattered clouds
606,Hirekerur,IN,14.4667,75.3833,74.16,74,30,10.07,scattered clouds
607,Stornoway,GB,58.2093,-6.3865,53.92,88,75,20.71,broken clouds
608,Plettenberg Bay,ZA,-34.0527,23.3716,65.28,61,100,4.9,overcast clouds
609,Povenets,RU,62.8487,34.8262,33.66,95,100,3.15,overcast clouds
610,Tiznit,MA,29.5833,-9.5,66.61,25,1,5.48,clear sky
611,Iracoubo,GF,5.4802,-53.2011,79.02,84,17,11.41,few clouds
612,Inirida,CO,3.8653,-67.9239,76.6,90,69,2.75,broken clouds
613,Kuito,AO,-12.3833,16.9333,57.61,95,84,1.83,light rain
614,Ureki,GE,41.9956,41.7786,53.56,84,71,4.94,broken clouds
615,Kautokeino,NO,69.0125,23.0412,16.9,96,89,2.8,overcast clouds
616,Kazerun,IR,29.6195,51.6541,60.67,45,0,1.72,clear sky
617,Misratah,LY,32.3754,15.0925,67.69,59,0,5.14,clear sky
618,Zudilovo,RU,53.4927,83.8937,40.46,83,100,15.08,overcast clouds
619,Lardos,GR,36.0942,28.0157,62.42,70,87,5.41,overcast clouds
620,Vlore,AL,40.4667,19.4897,62.06,76,99,5.48,light rain
621,Tazovskiy,RU,67.4667,78.7,-18.99,93,25,5.35,scattered clouds
622,Livingstone,ZM,-17.8419,25.8543,65.61,90,83,8.99,broken clouds
623,Anori,BR,-3.7728,-61.6442,78.33,80,100,1.81,overcast clouds
624,Conde,BR,-7.2597,-34.9075,75.61,81,37,7.99,scattered clouds
625,San Luis,AR,-33.295,-66.3356,65.35,36,0,9.1,clear sky
626,Turbat,PK,26.0023,63.044,74.55,26,0,5.57,clear sky
627,Elizabeth City,US,36.2946,-76.2511,47.01,81,0,8.05,clear sky
628,Wilmington,US,34.2257,-77.9447,49.91,78,17,5.01,few clouds
629,Gornopravdinsk,RU,60.05,69.9,14.27,92,100,10.47,light snow
630,Maldonado,UY,-34.6667,-54.9167,65.23,70,99,16.96,moderate rain
631,Jacmel,HT,18.2342,-72.5347,76.35,84,0,4.05,clear sky
632,Yining,CN,29.0361,114.5636,63.25,60,19,2.21,few clouds
633,Bafra,TR,41.5678,35.9069,53.82,73,66,4.68,broken clouds
634,Lagoa,PT,39.05,-27.9833,62.51,71,44,9.71,scattered clouds
635,San Juan,AR,-31.5375,-68.5364,73.17,29,0,7.58,clear sky
636,Zlynka,RU,52.4267,31.7378,34.63,87,67,5.41,broken clouds
637,Dibulla,CO,11.2725,-73.3091,76.12,87,79,6.2,broken clouds
638,Arlit,NE,18.7369,7.3853,65.59,20,27,6.85,scattered clouds
639,Vyazma,RU,55.2104,34.2951,30.11,72,100,4.27,overcast clouds
640,Sant Julia De Loria,AD,42.4625,1.4825,51.91,90,99,3.53,overcast clouds
641,Rio Gallegos,AR,-51.6226,-69.2181,51.85,76,0,9.22,clear sky
642,Warmbad,NA,-28.45,18.7333,65.52,26,2,7.2,clear sky
643,Itaituba,BR,-4.2761,-55.9836,76.44,83,20,2.77,few clouds
644,Locri,IT,38.2414,16.2623,58.32,82,55,8.68,broken clouds
645,Port Blair,IN,11.6667,92.75,82.98,76,99,10.71,overcast clouds
646,Kande,TG,9.9578,1.0447,71.73,31,35,4.59,scattered clouds
647,San Joaquin,US,37.9333,-121.3011,52.36,66,0,6.91,clear sky
648,Ranipur,PK,27.2879,68.5051,66.47,51,0,7.83,clear sky
649,Lar,IN,26.2039,83.9717,69.76,45,0,4.07,clear sky
650,Gandu,BR,-13.7439,-39.4867,73.09,94,100,1.28,overcast clouds
651,Sovetsk,RU,55.0839,21.8785,38.32,96,43,4.56,scattered clouds
652,Kinshasa,CD,-4.3246,15.3215,71.92,94,100,1.32,overcast clouds
653,Niksar,TR,40.5917,36.9517,44.98,89,35,3.11,scattered clouds
654,Bardiyah,LY,31.7561,25.0865,62.58,66,0,11.07,clear sky
655,Sandane,NO,61.7728,6.215,44.56,93,100,0.0,overcast clouds
656,Ithaca,US,42.4406,-76.4966,33.96,81,26,0.81,scattered clouds
657,Benghazi,LY,32.1167,20.0667,66.81,66,3,3.67,clear sky
658,Vicosa,BR,-20.7539,-42.8819,68.18,99,100,5.03,overcast clouds
659,Mazamari,PE,-11.3258,-74.5308,70.32,93,70,2.15,broken clouds
660,Dustlik,UZ,40.5247,68.0358,49.46,53,100,8.72,light rain
661,Dzaoudzi,YT,-12.7887,45.2699,78.69,83,75,5.75,broken clouds
662,Khor,RU,47.8861,134.9464,30.97,35,16,9.19,few clouds
663,Molnlycke,SE,57.6589,12.1179,46.6,86,75,5.75,broken clouds
664,Kyzyl-Suu,KG,42.3414,78.0056,33.49,60,96,7.2,overcast clouds
665,Siniscola,IT,40.5719,9.6922,54.95,80,91,4.12,overcast clouds
666,Doboz,HU,46.7333,21.25,45.64,64,3,2.26,clear sky
667,Santa Maria,BR,-29.6842,-53.8069,67.3,56,0,6.91,clear sky
668,Zdunska Wola,PL,51.5992,18.9397,40.24,99,14,8.43,few clouds
669,Santa Comba,ES,43.0331,-8.8093,57.29,97,100,15.3,overcast clouds
670,Vuktyl,RU,63.8567,57.3094,-3.93,100,99,4.25,overcast clouds
671,Joshimath,IN,30.5667,79.5667,53.8,59,27,1.92,scattered clouds
672,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,68.31,91,100,2.51,overcast clouds
673,La Rochelle,FR,46.1667,-1.15,55.47,88,0,17.27,clear sky
674,Uthal,PK,25.8072,66.6219,76.51,40,0,5.73,clear sky
675,Padang,ID,-0.9492,100.3543,80.65,83,99,3.09,moderate rain
676,Kokkola,FI,63.8385,23.1307,37.04,97,100,9.22,overcast clouds
677,Marquette,US,46.5333,-87.6335,26.76,85,100,4.72,overcast clouds
678,Miquelon,PM,47.0975,-56.3814,41.0,80,100,46.26,overcast clouds
679,Klyuchi,RU,52.2667,79.1667,40.89,72,100,19.77,overcast clouds
680,Gorele,TR,41.0308,39.0031,54.25,78,91,1.48,overcast clouds
681,Danville,US,36.586,-79.395,39.02,81,0,3.44,clear sky
682,Shar,KZ,49.5886,81.0453,41.81,80,100,24.05,overcast clouds
683,Kaoma,ZM,-14.7833,24.8,64.11,87,100,4.72,overcast clouds
684,Kottagudem,IN,17.55,80.6333,72.14,73,15,2.48,few clouds
685,Fereydunshahr,IR,32.941,50.121,31.96,59,3,5.1,clear sky
686,Praia,CV,14.9215,-23.5087,73.94,78,0,8.05,clear sky
687,Laguna,US,38.421,-121.4238,52.05,72,0,0.0,clear sky
688,Bage,BR,-31.3314,-54.1069,58.32,93,97,11.83,overcast clouds
689,Nushki,PK,29.5542,66.0215,56.68,31,0,3.15,clear sky
690,Ukhta,RU,63.5671,53.6835,4.69,96,100,6.38,overcast clouds
691,Toktogul,KG,41.8708,72.9402,38.86,54,95,2.57,overcast clouds
692,Ayabaca,PE,-4.6398,-79.7149,47.1,80,80,0.76,broken clouds
693,Vokhtoga,RU,58.8147,41.0461,26.06,88,10,5.68,clear sky
