City_ID,City,Country,Max Temp,Weather Dsc,Lat,Lng,Hotel Name
490,Tamandare,BR,76.06,clear sky,-8.7597,-35.1047,Pousada 100 Passos
491,Dakoro,NE,66.99,broken clouds,14.5106,6.765,Shagon mai liverpool
492,Chachapoyas,PE,54.5,overcast clouds,-6.2317,-77.869,Teresita
493,La Union,PE,64.65,few clouds,-5.4,-80.75,Los Portales
495,Saint-Georges,GD,82.08,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
496,Beira,MZ,75.29,broken clouds,-19.8436,34.8389,Beira Terrace Hotel
499,Male,MV,82.35,broken clouds,4.1748,73.5089,Hotel Octave Maldives
500,Ramgarh,IN,64.45,clear sky,23.6333,85.5167,HOTEL TREAT RESIDENCY
502,Adet,ET,53.67,clear sky,11.2644,37.4888,Shama Hotel
504,Roquetas De Mar,ES,59.0,overcast clouds,36.7642,-2.6148,Mediterráneo Bay Hotel and Resort
505,Marsh Harbour,BS,78.3,clear sky,26.5412,-77.0636,Abaco Beach Resort
506,Mayumba,GA,76.44,overcast clouds,-3.432,10.6554,LIKWALE LODGE
507,Canutama,BR,74.16,broken clouds,-6.5339,-64.3831,Endereço Atual- Mauricio da Silva Lima
510,Abha,SA,55.22,clear sky,18.2164,42.5053,Abha Hotel
511,Pascagoula,US,57.72,overcast clouds,30.3658,-88.5561,Regency Inn
512,Tutoia,BR,79.09,overcast clouds,-2.7619,-42.2744,Pousada Guará's
516,Callaway,US,58.98,broken clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
518,Acarau,BR,79.2,scattered clouds,-2.8856,-40.12,castelo pizzaria
519,Chicama,PE,61.34,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
521,Sur,OM,78.71,clear sky,22.5667,59.5289,Sur Plaza Hotel
522,Bubaque,GW,83.16,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
523,Iquitos,PE,75.24,light rain,-3.7481,-73.2472,Cortez Malaga Techy Caroly
524,Isoka,ZM,65.93,broken clouds,-10.1606,32.6335,Location Compound
525,Felanitx,ES,66.72,overcast clouds,39.4696,3.1483,Petit Hotel Hostatgeria Sant Salvador
527,Lima,PE,62.85,overcast clouds,-12.0432,-77.0282,Hotel Kamana
529,Curuca,BR,75.94,few clouds,-0.7289,-47.8481,Hotel Curuça
530,Gboko,NG,72.93,overcast clouds,7.3179,8.9951,Mavillah Apartment and Suites
533,Abu Zabad,SD,66.15,clear sky,12.35,29.25,حامد محمد نور
534,Birao,CF,66.24,scattered clouds,10.2849,22.7882,
536,Bull Savanna,JM,75.56,clear sky,17.8868,-77.5902,Big Red's
537,Matay,EG,60.96,clear sky,28.419,30.7792,Nag Aespen
538,Mitu,CO,73.51,overcast clouds,1.1983,-70.1733,
542,Karpathos,GR,62.56,overcast clouds,35.507,27.2132,Alex
543,Siderno,IT,58.33,broken clouds,38.2779,16.302,Grand Hotel President
544,Witu,KE,77.16,light rain,-2.3889,40.4382,
546,Nioki,CD,70.47,light rain,-2.7167,17.6833,
547,Vitina,BA,57.43,light rain,43.2375,17.4839,Apartman Vitina
548,Trinidad,BO,72.18,overcast clouds,-14.8333,-64.9,Hotel Piesta
552,Mollendo,PE,64.36,broken clouds,-17.0231,-72.0147,Hostal La Casa de Melgar
554,George,ZA,56.75,clear sky,-33.963,22.4617,Protea by Marriott Hotel George King George
556,Huescar,ES,52.27,overcast clouds,37.811,-2.5412,Hotel El Maño
557,Pontes E Lacerda,BR,69.82,overcast clouds,-15.2261,-59.3353,Hotel Bressan
558,Ifanadiana,MG,66.45,light rain,-21.3,47.6333,
560,Rio De Janeiro,BR,76.96,clear sky,-22.9028,-43.2075,Hotel cruz de ouro
561,Wad Rawah,SD,73.53,clear sky,15.1603,33.1397,حوش جلي ودراوة
563,Sao Felix Do Xingu,BR,72.81,broken clouds,-6.6447,-51.995,Rio Xingu Camping
565,Coxim,BR,74.21,overcast clouds,-18.5067,-54.76,Rancho Da Curica
566,Grand Gaube,MU,73.8,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
569,Qobustan,AZ,51.76,overcast clouds,40.0824,49.412,
570,Bedi,IN,79.45,clear sky,22.5,70.05,Hotel Aram
573,Pula,HR,50.56,overcast clouds,44.8683,13.8481,Park Plaza Histria Pula
574,Rio Cuarto,AR,59.47,clear sky,-33.1307,-64.3499,Hotel Menossi
575,Yangambi,CD,68.45,light rain,0.8102,24.4336,
576,Malpura,IN,71.04,clear sky,26.2833,75.3833,Tak House cum Legal Advisory Chambers
577,Saint-Louis,SN,81.14,overcast clouds,16.3333,-15.0,
580,Puerto Del Rosario,ES,71.35,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
581,Mangai,CD,69.46,moderate rain,-4.05,19.5333,
582,Idlib,SY,57.06,few clouds,35.9306,36.6339,مركز تسيل للتجميل
585,Amposta,ES,58.23,overcast clouds,40.7131,0.581,Hotel Montsià
587,Ericeira,PT,63.77,overcast clouds,38.9627,-9.4156,HOTEL PEDRO O PESCADOR
588,Buerarema,BR,71.85,broken clouds,-14.9594,-39.2997,POUSADA JEQUITIBÁ BUERAREMA
590,Keita,NE,65.55,scattered clouds,14.7551,5.7749,
592,Hit,IQ,61.9,broken clouds,33.6416,42.8251,المعلق حسان رزاق
593,Nalut,LY,56.77,clear sky,30.3333,10.85,
594,Kathmandu,NP,55.62,mist,27.7167,85.3167,Hotel Shanker Kathmandu
595,Manaure,CO,79.99,overcast clouds,11.7751,-72.4445,Hotel Palaaima
597,Waddan,LY,59.86,clear sky,29.1614,16.139,محل الشريف محمد العايب
600,Reconquista,AR,63.23,clear sky,-29.15,-59.65,Grand Hotel
602,Trairi,BR,79.14,broken clouds,-3.2778,-39.2689,janelas do mar
603,Vaijapur,IN,71.55,clear sky,19.9167,74.7333,HOTEL MATOSHRI
606,Hirekerur,IN,74.16,scattered clouds,14.4667,75.3833,Sathvik mini Dhaba
607,Stornoway,GB,53.92,broken clouds,58.2093,-6.3865,Caladh Inn
608,Plettenberg Bay,ZA,65.28,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
610,Tiznit,MA,66.61,clear sky,29.5833,-9.5,
611,Iracoubo,GF,79.02,few clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
612,Inirida,CO,76.6,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
613,Kuito,AO,57.61,light rain,-12.3833,16.9333,Herdeiros de Antunes Capusso
614,Ureki,GE,53.56,broken clouds,41.9956,41.7786,Hotel Ritsa
616,Kazerun,IR,60.67,clear sky,29.6195,51.6541,آپارتمان بزرگ اویسا
617,Misratah,LY,67.69,clear sky,32.3754,15.0925,Almasa Hotel
619,Lardos,GR,62.42,overcast clouds,36.0942,28.0157,Lindos Princess Beach Hotel
620,Vlore,AL,62.06,light rain,40.4667,19.4897,Hotel Martini
622,Livingstone,ZM,65.61,broken clouds,-17.8419,25.8543,Gloria's Bed and Breakfast
623,Anori,BR,78.33,overcast clouds,-3.7728,-61.6442,Novo Hotel 5 Irmãos
624,Conde,BR,75.61,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
625,San Luis,AR,65.35,clear sky,-33.295,-66.3356,Huarpes Hotel
626,Turbat,PK,74.55,clear sky,26.0023,63.044,Mubashar Quarters
630,Maldonado,UY,65.23,moderate rain,-34.6667,-54.9167,La Cimarrona
631,Jacmel,HT,76.35,clear sky,18.2342,-72.5347,Historic Hotel Florita
632,Yining,CN,63.25,few clouds,29.0361,114.5636,Xiushui Hotel
633,Bafra,TR,53.82,broken clouds,41.5678,35.9069,Sevgi Otel
634,Lagoa,PT,62.51,scattered clouds,39.05,-27.9833,Casa Das Faias
635,San Juan,AR,73.17,clear sky,-31.5375,-68.5364,Hotel Provincial
637,Dibulla,CO,76.12,broken clouds,11.2725,-73.3091,Hospedaje Dibulla Beach
638,Arlit,NE,65.59,scattered clouds,18.7369,7.3853,Case de Passage De la Prefecture
640,Sant Julia De Loria,AD,51.91,overcast clouds,42.4625,1.4825,Hotel Folch
641,Rio Gallegos,AR,51.85,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
643,Itaituba,BR,76.44,few clouds,-4.2761,-55.9836,Hotel Campos
644,Locri,IT,58.32,broken clouds,38.2414,16.2623,Grand Hotel President
645,Port Blair,IN,82.98,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
646,Kande,TG,71.73,scattered clouds,9.9578,1.0447,
647,San Joaquin,US,52.36,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
648,Ranipur,PK,66.47,clear sky,27.2879,68.5051,Dr. Kadir Bakhsh Memon House
649,Lar,IN,69.76,clear sky,26.2039,83.9717,Ovaiskarni ward Lar
650,Gandu,BR,73.09,overcast clouds,-13.7439,-39.4867,Pousada Duarte
652,Kinshasa,CD,71.92,overcast clouds,-4.3246,15.3215,Star Hotel II
654,Bardiyah,LY,62.58,clear sky,31.7561,25.0865,بورتو بردية
657,Benghazi,LY,66.81,clear sky,32.1167,20.0667,Tibesti Hotel
658,Vicosa,BR,68.18,overcast clouds,-20.7539,-42.8819,Vivant Residence
659,Mazamari,PE,70.32,broken clouds,-11.3258,-74.5308,Hospedaje Ratto
661,Dzaoudzi,YT,78.69,broken clouds,-12.7887,45.2699,Le Rocher
665,Siniscola,IT,54.95,overcast clouds,40.5719,9.6922,Hotel Sa Tanca E Bore
667,Santa Maria,BR,67.3,clear sky,-29.6842,-53.8069,Hotel Morotin
669,Santa Comba,ES,57.29,overcast clouds,43.0331,-8.8093,Hotel Xallas
671,Joshimath,IN,53.8,scattered clouds,30.5667,79.5667,Shivalik Camps & Resort
672,Ribas Do Rio Pardo,BR,68.31,overcast clouds,-20.4431,-53.7592,Pousada Avenida
673,La Rochelle,FR,55.47,clear sky,46.1667,-1.15,Hotel Henri IV
674,Uthal,PK,76.51,clear sky,25.8072,66.6219,Al-Mustafa Hotel
675,Padang,ID,80.65,moderate rain,-0.9492,100.3543,Mercure Padang
680,Gorele,TR,54.25,overcast clouds,41.0308,39.0031,Görele Öğretmenevi
683,Kaoma,ZM,64.11,overcast clouds,-14.7833,24.8,KAOMA AIRPORT
684,Kottagudem,IN,72.14,few clouds,17.55,80.6333,Hotel Surya Palace
686,Praia,CV,73.94,clear sky,14.9215,-23.5087,LT Aparthotel
687,Laguna,US,52.05,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
688,Bage,BR,58.32,overcast clouds,-31.3314,-54.1069,Hotel Obino - Bagé
689,Nushki,PK,56.68,clear sky,29.5542,66.0215,Shams hotel
695,Camacha,PT,63.82,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
696,Sakakah,SA,62.62,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
697,Deori,IN,68.86,clear sky,21.45,82.6167,बंजारी डीपा
698,Banyo,CM,66.47,scattered clouds,6.75,11.8167,Motel JOMBA
701,Sao Francisco Do Sul,BR,70.3,scattered clouds,-26.2433,-48.6381,Hotel Kontiki
703,Mizdah,LY,52.29,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
704,Ndola,ZM,62.29,moderate rain,-12.9587,28.6366,Chabanga Lodge iSpot
